,route,IATA_O,IATA_D,HH_ISO_D,region_D,HH_ISO_O,region_O,LegHH_ISO,LegRegion,Origin,Destination,fixRoute_1,Leg_fixRoute_1,fixRoute_2,Leg_fixRoute_2,fixRoute_3,Leg_fixRoute_3
17820,CIA-SAN,CIA,SAN,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,SAN,CIA->CGN->LHR->SAN,3,CIA->DUB->FRA->SAN,3,CIA->MAD->LHR->SAN,3
17821,CIA-VIE,CIA,VIE,AUT,Europe,ITA,Europe,ITA-AUT,Europe-Europe,CIA,VIE,CIA->OTP->VIE,2,CIA->CGN->VIE,2,CIA->CGN->VIE,2
17822,CIA-LHR,CIA,LHR,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,LHR,CIA->MAD->LHR,2,CIA->BUD->LHR,2,CIA->BUD->LHR,2
17823,CIA-ORD,CIA,ORD,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,ORD,CIA->SXF->CDG->ORD,3,CIA->MAN->CPH->ORD,3,CIA->MAD->ORD,2
17824,CIA-HHR,CIA,HHR,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,HHR,CIA->NUE->AMS->HHR,3,CIA->OTP->FRA->HHR,3,CIA->BUD->AMS->HHR,3
17825,CIA-MSP,CIA,MSP,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,MSP,CIA->NUE->AMS->MSP,3,CIA->OTP->LHR->MSP,3,CIA->MAD->LHR->MSP,3
17826,CIA-JFK,CIA,JFK,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,JFK,CIA->LIS->JFK,2,CIA->EDI->JFK,2,CIA->LIS->JFK,2
17827,CIA-AMS,CIA,AMS,NLD,Europe,ITA,Europe,ITA-NLD,Europe-Europe,CIA,AMS,CIA->NUE->AMS,2,CIA->BUD->AMS,2,CIA->STN->AMS,2
17828,CIA-YYZ,CIA,YYZ,CAN,Americas,ITA,Europe,ITA-CAN,Europe-Americas,CIA,YYZ,CIA->STN->AMS->YYZ,3,CIA->CPH->KEF->YYZ,3,CIA->CPH->YYZ,2
17829,CIA-LAS,CIA,LAS,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,LAS,CIA->CGN->CDG->LGW->LAS,4,CIA->CGN->LHR->LAS,3,CIA->LIS->LGW->LAS,3
17830,CIA-BOM,CIA,BOM,IND,Asia,ITA,Europe,ITA-IND,Europe-Asia,CIA,BOM,CIA->BUD->LHR->BOM,3,CIA->CGN->CDG->BOM,3,CIA->BUD->CDG->BOM,3
17831,CIA-YVR,CIA,YVR,CAN,Americas,ITA,Europe,ITA-CAN,Europe-Americas,CIA,YVR,CIA->SXF->AMS->YVR,3,CIA->DUB->FRA->YVR,3,CIA->OTP->AMS->YVR,3
17832,CIA-BWN,CIA,BWN,BRN,Asia,ITA,Europe,ITA-BRN,Europe-Asia,CIA,BWN,CIA->BUD->LHR->BWN,3,CIA->CPH->LHR->BWN,3,CIA->CPH->LHR->BWN,3
17833,CIA-MAD,CIA,MAD,ESP,Europe,ITA,Europe,ITA-ESP,Europe-Europe,CIA,MAD,CIA->MAD,1,CIA->MAD,1,CIA->MAD,1
17834,CIA-SEA,CIA,SEA,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,SEA,CIA->SXF->AMS->SEA,3,CIA->BUD->CDG->SEA,3,CIA->BUD->AMS->SEA,3
17835,CIA-YYC,CIA,YYC,CAN,Americas,ITA,Europe,ITA-CAN,Europe-Americas,CIA,YYC,CIA->BUD->FRA->YYC,3,CIA->STN->FRA->YYC,3,CIA->CGN->LHR->YYC,3
17836,CIA-YUL,CIA,YUL,CAN,Americas,ITA,Europe,ITA-CAN,Europe-Americas,CIA,YUL,CIA->OTP->ZRH->YUL,3,CIA->DUB->AMS->YUL,3,CIA->DUB->CDG->YUL,3
17837,CIA-LIS,CIA,LIS,PRT,Europe,ITA,Europe,ITA-PRT,Europe-Europe,CIA,LIS,CIA->LIS,1,CIA->LIS,1,CIA->LIS,1
17838,CIA-SVO,CIA,SVO,RUS,Europe,ITA,Europe,ITA-RUS,Europe-Europe,CIA,SVO,CIA->BUD->SVO,2,CIA->DUB->SVO,2,CIA->OTP->SVO,2
17839,CIA-KUL,CIA,KUL,MYS,Asia,ITA,Europe,ITA-MYS,Europe-Asia,CIA,KUL,CIA->EDI->AMS->KUL,3,CIA->BUD->AMS->KUL,3,CIA->CGN->LHR->KUL,3
17840,CIA-DOH,CIA,DOH,QAT,Asia,ITA,Europe,ITA-QAT,Europe-Asia,CIA,DOH,CIA->ATH->DOH,2,CIA->CPH->DOH,2,CIA->OTP->DOH,2
17841,CIA-DEL,CIA,DEL,IND,Asia,ITA,Europe,ITA-IND,Europe-Asia,CIA,DEL,CIA->BUD->FCO->DEL,3,CIA->CPH->DEL,2,CIA->ATH->MUC->DEL,3
17842,CIA-DEL,CIA,DEL,IND,Asia,ITA,Europe,ITA-IND,Europe-Asia,CIA,DEL,CIA->BUD->FCO->DEL,3,CIA->CPH->DEL,2,CIA->ATH->MUC->DEL,3
17843,CIA-HKG,CIA,HKG,HKG,Asia,ITA,Europe,ITA-HKG,Europe-Asia,CIA,HKG,CIA->BUD->HEL->HKG,3,CIA->CGN->LHR->HKG,3,CIA->CRL->PRG->HEL->HKG,4
17844,CIA-DXB,CIA,DXB,ARE,Asia,ITA,Europe,ITA-ARE,Europe-Asia,CIA,DXB,CIA->OTP->DXB,2,CIA->OTP->DXB,2,CIA->ATH->DXB,2
17845,CIA-MUC,CIA,MUC,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,MUC,CIA->STN->MUC,2,CIA->CPH->MUC,2,CIA->BUD->VIE->MUC,3
17846,CIA-ALA,CIA,ALA,KAZ,Asia,ITA,Europe,ITA-KAZ,Europe-Asia,CIA,ALA,CIA->SXF->SVO->ALA,3,CIA->OTP->SVO->ALA,3,CIA->CPH->FRA->ALA,3
17847,CIA-BCN,CIA,BCN,ESP,Europe,ITA,Europe,ITA-ESP,Europe-Europe,CIA,BCN,CIA->ATH->BCN,2,CIA->STN->BCN,2,CIA->LIS->BCN,2
17848,CIA-DSS,CIA,DSS,SEN,Africa,ITA,Europe,ITA-SEN,Europe-Africa,CIA,DSS,CIA->MAD->DSS,2,CIA->BUD->LIS->DSS,3,CIA->MAD->DSS,2
17849,CIA-DUB,CIA,DUB,IRL,Europe,ITA,Europe,ITA-IRL,Europe-Europe,CIA,DUB,CIA->DUB,1,CIA->DUB,1,CIA->DUB,1
17850,CIA-OTP,CIA,OTP,ROU,Europe,ITA,Europe,ITA-ROU,Europe-Europe,CIA,OTP,CIA->OTP,1,CIA->OTP,1,CIA->OTP,1
17851,CIA-BAH,CIA,BAH,BHR,Asia,ITA,Europe,ITA-BHR,Europe-Asia,CIA,BAH,CIA->NUE->AMS->BAH,3,CIA->STN->CDG->BAH,3,CIA->STN->FRA->BAH,3
17852,CIA-LPL,CIA,LPL,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,LPL,CIA->DUB->LPL,2,CIA->SXF->LPL,2,CIA->DUB->LPL,2
17853,CIA-KIX,CIA,KIX,JPN,Asia,ITA,Europe,ITA-JPN,Europe-Asia,CIA,KIX,CIA->DUB->HEL->KIX,3,CIA->SXF->AMS->KIX,3,CIA->CPH->AMS->KIX,3
17854,CIA-ARN,CIA,ARN,SWE,Europe,ITA,Europe,ITA-SWE,Europe-Europe,CIA,ARN,CIA->BUD->ARN,2,CIA->DUB->ARN,2,CIA->BUD->ARN,2
17855,CIA-BRS,CIA,BRS,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,BRS,CIA->DUB->BRS,2,CIA->DUB->BRS,2,CIA->MAD->BRS,2
17856,CIA-LGW,CIA,LGW,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,LGW,CIA->BUD->LGW,2,CIA->CPH->LGW,2,CIA->MAD->LGW,2
17857,CIA-KBP,CIA,KBP,UKR,Europe,ITA,Europe,ITA-UKR,Europe-Europe,CIA,KBP,CIA->CPH->MUC->KBP,3,CIA->CGN->VIE->KBP,3,CIA->CGN->VIE->KBP,3
17858,CIA-DME,CIA,DME,RUS,Europe,ITA,Europe,ITA-RUS,Europe-Europe,CIA,DME,CIA->LIS->DME,2,CIA->LIS->DME,2,CIA->ATH->SAW->DME,3
17859,CIA-LTN,CIA,LTN,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,LTN,CIA->CPH->LTN,2,CIA->SXF->LTN,2,CIA->CPH->LTN,2
17860,CIA-HEL,CIA,HEL,FIN,Europe,ITA,Europe,ITA-FIN,Europe-Europe,CIA,HEL,CIA->CPH->HEL,2,CIA->DUB->HEL,2,CIA->BUD->HEL,2
17861,CIA-LCY,CIA,LCY,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,LCY,CIA->CRL->BUD->LCY,3,CIA->BUD->GVA->LCY,3,CIA->STN->GVA->LCY,3
17862,CIA-MAN,CIA,MAN,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,MAN,CIA->MAN,1,CIA->MAN,1,CIA->MAN,1
17863,CIA-KEF,CIA,KEF,ISL,Europe,ITA,Europe,ITA-ISL,Europe-Europe,CIA,KEF,CIA->DUB->KEF,2,CIA->CPH->KEF,2,CIA->DUB->KEF,2
17864,CIA-ATH,CIA,ATH,GRC,Europe,ITA,Europe,ITA-GRC,Europe-Europe,CIA,ATH,CIA->ATH,1,CIA->ATH,1,CIA->ATH,1
17865,CIA-GVA,CIA,GVA,CHE,Europe,ITA,Europe,ITA-CHE,Europe-Europe,CIA,GVA,CIA->STN->GVA,2,CIA->ATH->GVA,2,CIA->ATH->GVA,2
17866,CIA-SAW,CIA,SAW,TUR,Asia,ITA,Europe,ITA-TUR,Europe-Asia,CIA,SAW,CIA->CRL->SAW,2,CIA->MAD->SAW,2,CIA->CGN->SAW,2
17867,CIA-ZAG,CIA,ZAG,HRV,Europe,ITA,Europe,ITA-HRV,Europe-Europe,CIA,ZAG,CIA->CGN->ZAG,2,CIA->CGN->ZAG,2,CIA->NUE->VIE->ZAG,3
17868,CIA-BUD,CIA,BUD,HUN,Europe,ITA,Europe,ITA-HUN,Europe-Europe,CIA,BUD,CIA->BUD,1,CIA->BUD,1,CIA->BUD,1
17869,CIA-EDI,CIA,EDI,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,EDI,CIA->EDI,1,CIA->EDI,1,CIA->EDI,1
17870,CIA-EMA,CIA,EMA,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,EMA,CIA->MAD->EMA,2,CIA->CGN->EMA,2,CIA->MAD->EMA,2
17871,CIA-WAW,CIA,WAW,POL,Europe,ITA,Europe,ITA-POL,Europe-Europe,CIA,WAW,CIA->OTP->WAW,2,CIA->CGN->WAW,2,CIA->OTP->WAW,2
17872,CIA-CPH,CIA,CPH,DNK,Europe,ITA,Europe,ITA-DNK,Europe-Europe,CIA,CPH,CIA->CPH,1,CIA->CPH,1,CIA->CPH,1
17873,CIA-ORY,CIA,ORY,FRA,Europe,ITA,Europe,ITA-FRA,Europe-Europe,CIA,ORY,CIA->SXF->GVA->ORY,3,CIA->ATH->ORY,2,CIA->CPH->ORY,2
17874,CIA-STN,CIA,STN,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,STN,CIA->STN,1,CIA->STN,1,CIA->STN,1
17875,CIA-BHX,CIA,BHX,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,BHX,CIA->MAD->BHX,2,CIA->NUE->ZRH->BHX,3,CIA->CPH->BHX,2
17876,CIA-LGG,CIA,LGG,BEL,Europe,ITA,Europe,ITA-BEL,Europe-Europe,CIA,LGG,CIA->STN->LGG,2,CIA->STN->LGG,2,CIA->CGN->CDG->LGG,3
17877,CIA-MMX,CIA,MMX,SWE,Europe,ITA,Europe,ITA-SWE,Europe-Europe,CIA,MMX,CIA->CGN->MMX,2,CIA->CGN->MMX,2,CIA->CGN->MMX,2
17878,CIA-ZIA,CIA,ZIA,RUS,Europe,ITA,Europe,ITA-RUS,Europe-Europe,CIA,ZIA,CIA->SXF->LED->ALA->ZIA,4,CIA->CPH->SVO->ALA->ZIA,4,CIA->SXF->LED->ALA->ZIA,4
17879,CIA-CGN,CIA,CGN,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,CGN,CIA->CGN,1,CIA->CGN,1,CIA->CGN,1
17880,CIA-RIX,CIA,RIX,LVA,Europe,ITA,Europe,ITA-LVA,Europe-Europe,CIA,RIX,CIA->SXF->RIX,2,CIA->DUB->RIX,2,CIA->ATH->VIE->RIX,3
17881,CIA-DUS,CIA,DUS,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,DUS,CIA->BUD->DUS,2,CIA->CGN->LHR->DUS,3,CIA->MAD->DUS,2
17882,CIA-PHL,CIA,PHL,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,PHL,CIA->MAN->PHL,2,CIA->MAN->PHL,2,CIA->DUB->PHL,2
17883,CIA-TXL,CIA,TXL,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,TXL,CIA->NUE->ZRH->TXL,3,CIA->CPH->TXL,2,CIA->CPH->TXL,2
17884,CIA-FAO,CIA,FAO,PRT,Europe,ITA,Europe,ITA-PRT,Europe-Europe,CIA,FAO,CIA->EIN->FAO,2,CIA->STN->FAO,2,CIA->STN->FAO,2
17885,CIA-GOT,CIA,GOT,SWE,Europe,ITA,Europe,ITA-SWE,Europe-Europe,CIA,GOT,CIA->CPH->GOT,2,CIA->SXF->CPH->GOT,3,CIA->CPH->GOT,2
17886,CIA-ALC,CIA,ALC,ESP,Europe,ITA,Europe,ITA-ESP,Europe-Europe,CIA,ALC,CIA->CRL->ALC,2,CIA->STN->ALC,2,CIA->CGN->EMA->ALC,3
17887,CIA-SVQ,CIA,SVQ,ESP,Europe,ITA,Europe,ITA-ESP,Europe-Europe,CIA,SVQ,CIA->CRL->SVQ,2,CIA->EIN->SVQ,2,CIA->MAD->TNG->SVQ,3
17888,CIA-ALG,CIA,ALG,DZA,Africa,ITA,Europe,ITA-DZA,Europe-Africa,CIA,ALG,CIA->MAD->ALG,2,CIA->MAD->ALG,2,CIA->MAD->MRS->ALG,3
17889,CIA-AGP,CIA,AGP,ESP,Europe,ITA,Europe,ITA-ESP,Europe-Europe,CIA,AGP,CIA->STN->AGP,2,CIA->EIN->AGP,2,CIA->SXF->AGP,2
17890,CIA-CRL,CIA,CRL,BEL,Europe,ITA,Europe,ITA-BEL,Europe-Europe,CIA,CRL,CIA->CRL,1,CIA->CRL,1,CIA->CRL,1
17891,CIA-SXF,CIA,SXF,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,SXF,CIA->SXF,1,CIA->SXF,1,CIA->SXF,1
17892,CIA-HAM,CIA,HAM,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,HAM,CIA->STN->HAM,2,CIA->BUD->HAM,2,CIA->STN->HAM,2
17893,CIA-HER,CIA,HER,GRC,Europe,ITA,Europe,ITA-GRC,Europe-Europe,CIA,HER,CIA->SXF->AMS->HER,3,CIA->MAD->DUS->HER,3,CIA->BUD->AMS->HER,3
17894,CIA-MRS,CIA,MRS,FRA,Europe,ITA,Europe,ITA-FRA,Europe-Europe,CIA,MRS,CIA->LIS->MRS,2,CIA->CGN->LHR->MRS,3,CIA->CRL->MRS,2
17895,CIA-XRY,CIA,XRY,ESP,Europe,ITA,Europe,ITA-ESP,Europe-Europe,CIA,XRY,CIA->MAN->DUS->XRY,3,CIA->CPH->DUS->XRY,3,CIA->CPH->DUS->XRY,3
17896,CIA-EIN,CIA,EIN,NLD,Europe,ITA,Europe,ITA-NLD,Europe-Europe,CIA,EIN,CIA->EIN,1,CIA->EIN,1,CIA->EIN,1
17897,CIA-HAJ,CIA,HAJ,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,HAJ,CIA->CPH->HAJ,2,CIA->CPH->HAJ,2,CIA->MAD->ZRH->HAJ,3
17898,CIA-STR,CIA,STR,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,STR,CIA->BUD->STR,2,CIA->BUD->STR,2,CIA->CPH->STR,2
17899,CIA-LUX,CIA,LUX,LUX,Europe,ITA,Europe,ITA-LUX,Europe-Europe,CIA,LUX,CIA->CPH->LUX,2,CIA->MAN->GVA->LUX,3,CIA->STN->LUX,2
17900,CIA-WMI,CIA,WMI,POL,Europe,ITA,Europe,ITA-POL,Europe-Europe,CIA,WMI,CIA->WMI,1,CIA->WMI,1,CIA->WMI,1
17901,CIA-POZ,CIA,POZ,POL,Europe,ITA,Europe,ITA-POL,Europe-Europe,CIA,POZ,CIA->CPH->POZ,2,CIA->CPH->POZ,2,CIA->DUB->LTN->POZ,3
17902,CIA-NUE,CIA,NUE,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,NUE,CIA->NUE,1,CIA->NUE,1,CIA->NUE,1
17903,CIA-DRS,CIA,DRS,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,DRS,CIA->EDI->AMS->DRS,3,CIA->OTP->AMS->DRS,3,CIA->CGN->ZRH->DRS,3
17904,CIA-GDN,CIA,GDN,POL,Europe,ITA,Europe,ITA-POL,Europe-Europe,CIA,GDN,CIA->CPH->LTN->GDN,3,CIA->BUD->NYO->GDN,3,CIA->BUD->NYO->GDN,3
17905,CIA-BOH,CIA,BOH,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,BOH,CIA->LIS->AGP->BOH,3,CIA->EIN->AGP->BOH,3,CIA->CPH->AGP->BOH,3
17906,CIA-IAD,CIA,IAD,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,IAD,CIA->CPH->IAD,2,CIA->DUB->IAD,2,CIA->CPH->IAD,2
17907,CIA-BOD,CIA,BOD,FRA,Europe,ITA,Europe,ITA-FRA,Europe-Europe,CIA,BOD,CIA->LIS->BOD,2,CIA->CRL->BOD,2,CIA->DUB->BOD,2
17908,CIA-IEV,CIA,IEV,UKR,Europe,ITA,Europe,ITA-UKR,Europe-Europe,CIA,IEV,CIA->CRL->WAW->IEV,3,CIA->OTP->WAW->IEV,3,CIA->OTP->WAW->IEV,3
17909,CIA-PIK,CIA,PIK,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,PIK,CIA->MAN->AGP->PIK,3,CIA->EDI->AGP->PIK,3,CIA->MAN->AGP->PIK,3
17910,CIA-BRE,CIA,BRE,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,BRE,CIA->STN->BRE,2,CIA->STN->BRE,2,CIA->SXF->AMS->BRE,3
17911,CIA-TLL,CIA,TLL,EST,Europe,ITA,Europe,ITA-EST,Europe-Europe,CIA,TLL,CIA->CPH->TLL,2,CIA->CPH->TLL,2,CIA->CPH->TLL,2
17912,CIA-LYS,CIA,LYS,FRA,Europe,ITA,Europe,ITA-FRA,Europe-Europe,CIA,LYS,CIA->CGN->LYS,2,CIA->SXF->LYS,2,CIA->CGN->LYS,2
17913,CIA-TLS,CIA,TLS,FRA,Europe,ITA,Europe,ITA-FRA,Europe-Europe,CIA,TLS,CIA->STN->TLS,2,CIA->MAD->TLS,2,CIA->STN->TLS,2
17914,CIA-GLA,CIA,GLA,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,GLA,CIA->DUB->GLA,2,CIA->SXF->GLA,2,CIA->DUB->GLA,2
17915,CIA-JER,CIA,JER,JEY,Europe,ITA,Europe,ITA-JEY,Europe-Europe,CIA,JER,CIA->SXF->LGW->JER,3,CIA->ATH->LGW->JER,3,CIA->SXF->LGW->JER,3
17916,CIA-GRZ,CIA,GRZ,AUT,Europe,ITA,Europe,ITA-AUT,Europe-Europe,CIA,GRZ,CIA->BUD->MUC->GRZ,3,CIA->ATH->MUC->GRZ,3,CIA->ATH->FRA->GRZ,3
17917,CIA-LJU,CIA,LJU,SVN,Europe,ITA,Europe,ITA-SVN,Europe-Europe,CIA,LJU,CIA->MAN->FRA->LJU,3,CIA->SXF->AMS->LJU,3,CIA->STN->LJU,2
17918,CIA-NCL,CIA,NCL,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,NCL,CIA->BUD->DUB->NCL,3,CIA->SXF->DUB->NCL,3,CIA->CPH->AMS->NCL,3
17919,CIA-FNC,CIA,FNC,PRT,Europe,ITA,Europe,ITA-PRT,Europe-Europe,CIA,FNC,CIA->MAD->LGW->FNC,3,CIA->OTP->BUD->LGW->FNC,4,CIA->CPH->LGW->FNC,3
17920,CIA-CLT,CIA,CLT,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,CLT,CIA->BUD->MUC->CLT,3,CIA->MAN->FRA->CLT,3,CIA->STN->FRA->CLT,3
17921,CIA-CWL,CIA,CWL,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,CWL,CIA->BUD->AMS->CWL,3,CIA->BUD->AMS->CWL,3,CIA->CPH->AMS->CWL,3
17922,CIA-NOC,CIA,NOC,IRL,Europe,ITA,Europe,ITA-IRL,Europe-Europe,CIA,NOC,CIA->SXF->LGW->NOC,3,CIA->SXF->LPL->NOC,3,CIA->STN->NOC,2
17923,CIA-LED,CIA,LED,RUS,Europe,ITA,Europe,ITA-RUS,Europe-Europe,CIA,LED,CIA->CGN->ARN->LED,3,CIA->SXF->LED,2,CIA->STN->SXF->LED,3
17924,CIA-LBA,CIA,LBA,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,LBA,CIA->STN->AGP->LBA,3,CIA->STN->DUB->LBA,3,CIA->DUB->LBA,2
17925,CIA-IOM,CIA,IOM,IMN,Europe,ITA,Europe,ITA-IMN,Europe-Europe,CIA,IOM,CIA->DUB->IOM,2,CIA->DUB->IOM,2,CIA->DUB->IOM,2
17926,CIA-NWI,CIA,NWI,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,NWI,CIA->MAD->AMS->NWI,3,CIA->CPH->AMS->NWI,3,CIA->SXF->AMS->NWI,3
17927,CIA-VKO,CIA,VKO,RUS,Europe,ITA,Europe,ITA-RUS,Europe-Europe,CIA,VKO,CIA->BUD->VKO,2,CIA->BUD->VKO,2,CIA->BUD->TXL->VKO,3
17928,CIA-EWR,CIA,EWR,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,EWR,CIA->MAN->EWR,2,CIA->EDI->EWR,2,CIA->MAN->EWR,2
17929,CIA-ORK,CIA,ORK,IRL,Europe,ITA,Europe,ITA-IRL,Europe-Europe,CIA,ORK,CIA->STN->ORK,2,CIA->BUD->CDG->ORK,3,CIA->MAN->ORK,2
17930,CIA-BTS,CIA,BTS,SVK,Europe,ITA,Europe,ITA-SVK,Europe-Europe,CIA,BTS,CIA->SXF->LTN->BTS,3,CIA->DUB->BTS,2,CIA->DUB->BTS,2
17931,CIA-SEN,CIA,SEN,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,SEN,CIA->DUB->SEN,2,CIA->BVA->DUB->SEN,3,CIA->CRL->FAO->SEN,3
17932,CIA-RTM,CIA,RTM,NLD,Europe,ITA,Europe,ITA-NLD,Europe-Europe,CIA,RTM,CIA->BVA->BCN->RTM,3,CIA->EIN->FAO->RTM,3,CIA->BUD->LCY->RTM,3
17933,CIA-GCI,CIA,GCI,GGY,Europe,ITA,Europe,ITA-GGY,Europe-Europe,CIA,GCI,CIA->SXF->LGW->GCI,3,CIA->DUB->LGW->GCI,3,CIA->SXF->LGW->GCI,3
17934,CIA-DFW,CIA,DFW,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,DFW,CIA->MAD->DFW,2,CIA->MAD->DFW,2,CIA->MAD->DFW,2
17935,CIA-WRO,CIA,WRO,POL,Europe,ITA,Europe,ITA-POL,Europe-Europe,CIA,WRO,CIA->STN->WRO,2,CIA->STN->WRO,2,CIA->DUB->STN->WRO,3
17936,CIA-OPF,CIA,OPF,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,OPF,CIA->MAD->OPF,2,CIA->MAD->OPF,2,CIA->MAD->OPF,2
17938,CIA-BMA,CIA,BMA,SWE,Europe,ITA,Europe,ITA-SWE,Europe-Europe,CIA,BMA,CIA->ATH->BRU->BMA,3,CIA->LIS->BRU->BMA,3,CIA->MAN->BRU->BMA,3
17939,CIA-MAA,CIA,MAA,IND,Asia,ITA,Europe,ITA-IND,Europe-Asia,CIA,MAA,CIA->BUD->LHR->MAA,3,CIA->ATH->FRA->MAA,3,CIA->MAD->FRA->MAA,3
17941,CIA-TNG,CIA,TNG,MAR,Africa,ITA,Europe,ITA-MAR,Europe-Africa,CIA,TNG,CIA->MAD->TNG,2,CIA->MAD->TNG,2,CIA->MAD->TNG,2
17942,CIA-CCF,CIA,CCF,FRA,Europe,ITA,Europe,ITA-FRA,Europe-Europe,CIA,CCF,CIA->CPH->CRL->CCF,3,CIA->STN->CCF,2,CIA->STN->CCF,2
17943,CIA-RDU,CIA,RDU,USA,Americas,ITA,Europe,ITA-USA,Europe-Americas,CIA,RDU,CIA->CGN->LHR->RDU,3,CIA->STN->CDG->RDU,3,CIA->CGN->LHR->RDU,3
17944,CIA-ANR,CIA,ANR,BEL,Europe,ITA,Europe,ITA-BEL,Europe-Europe,CIA,ANR,CIA->DUB->SEN->ANR,3,CIA->DUB->SEN->ANR,3,CIA->DUB->SEN->ANR,3
17945,CIA-TRD,CIA,TRD,NOR,Europe,ITA,Europe,ITA-NOR,Europe-Europe,CIA,TRD,CIA->BUD->ARN->TRD,3,CIA->MAN->AMS->TRD,3,CIA->CPH->TRD,2
17946,CIA-FMM,CIA,FMM,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,FMM,CIA->STN->FMM,2,CIA->STN->FMM,2,CIA->STN->FMM,2
17947,CIA-TKU,CIA,TKU,FIN,Europe,ITA,Europe,ITA-FIN,Europe-Europe,CIA,TKU,CIA->CGN->ARN->TKU,3,CIA->CGN->ARN->TKU,3,CIA->CGN->ARN->TKU,3
17948,CIA-BHD,CIA,BHD,GBR,Europe,ITA,Europe,ITA-GBR,Europe-Europe,CIA,BHD,CIA->MAN->AMS->BHD,3,CIA->BUD->AMS->BHD,3,CIA->NUE->AMS->BHD,3
17949,CIA-SHJ,CIA,SHJ,ARE,Asia,ITA,Europe,ITA-ARE,Europe-Asia,CIA,SHJ,CIA->MAD->LHR->DME->SHJ,4,CIA->CGN->ZRH->DME->SHJ,4,CIA->EDI->MUC->DME->SHJ,4
17950,CIA-DTM,CIA,DTM,DEU,Europe,ITA,Europe,ITA-DEU,Europe-Europe,CIA,DTM,CIA->STN->DTM,2,CIA->BUD->OTP->DTM,3,CIA->OTP->DTM,2
17951,CIA-BLR,CIA,BLR,IND,Asia,ITA,Europe,ITA-IND,Europe-Asia,CIA,BLR,CIA->MAN->FRA->BLR,3,CIA->CPH->CDG->BLR,3,CIA->CGN->LHR->BLR,3
17952,CIA-BLR,CIA,BLR,IND,Asia,ITA,Europe,ITA-IND,Europe-Asia,CIA,BLR,CIA->MAN->FRA->BLR,3,CIA->CPH->CDG->BLR,3,CIA->CGN->LHR->BLR,3
17953,CIA-YOW,CIA,YOW,CAN,Americas,ITA,Europe,ITA-CAN,Europe-Americas,CIA,YOW,CIA->MAD->LHR->YOW,3,CIA->MAD->LHR->YOW,3,CIA->CGN->LHR->YOW,3
